# Time X Y Z VX VY VZ Phi Theta Psi P Q R U1 U2 U3 U4
5.970000 -0.324290 0.144113 2.942494 -0.059097 0.026007 -0.055508 0.000000 0.000000 0.598002 -0.000000 -0.000000 0.100000 4.802576 4.802576 4.802576 4.802576
5.980000 -0.324881 0.144373 2.941929 -0.059097 0.026007 -0.057555 0.000000 0.000000 0.599002 -0.000000 -0.000000 0.100000 4.802662 4.802662 4.802662 4.802662
5.990000 -0.325472 0.144633 2.941343 -0.059097 0.026007 -0.059600 0.000000 0.000000 0.600002 -0.000000 -0.000000 0.100000 4.802751 4.802751 4.802751 4.802751
6.000000 -0.326063 0.144893 2.940737 -0.059097 0.026007 -0.061643 0.000000 0.000000 0.601002 -0.000000 -0.000000 0.100000 4.802842 4.802842 4.802842 4.802842
6.010000 -0.326654 0.145153 2.940110 -0.059097 0.026007 -0.063684 0.000000 0.000000 0.602002 -0.000000 -0.000000 0.100000 4.802935 4.802935 4.802935 4.802935
6.020000 -0.327245 0.145413 2.939463 -0.059097 0.026007 -0.065723 0.000000 0.000000 0.603002 -0.000000 -0.000000 0.100000 4.803031 4.803031 4.803031 4.803031
6.030000 -0.327836 0.145673 2.938795 -0.059097 0.026007 -0.067761 0.000000 0.000000 0.604002 -0.000000 -0.000000 0.100000 4.803128 4.803128 4.803128 4.803128
6.040000 -0.328427 0.145933 2.938108 -0.059097 0.026007 -0.069796 0.000000 0.000000 0.605002 -0.000000 -0.000000 0.100000 4.803228 4.803228 4.803228 4.803228
6.050000 -0.329018 0.146193 2.937400 -0.059097 0.026007 -0.071829 0.000000 0.000000 0.606002 -0.000000 -0.000000 0.100000 4.803330 4.803330 4.803330 4.803330
6.060000 -0.329609 0.146453 2.936671 -0.059097 0.026007 -0.073860 0.000000 0.000000 0.607002 -0.000000 -0.000000 0.100000 4.803435 4.803435 4.803435 4.803435
6.070000 -0.330200 0.146713 2.935922 -0.059097 0.026007 -0.075889 0.000000 0.000000 0.608002 -0.000000 -0.000000 0.100000 4.803541 4.803541 4.803541 4.803541
6.080000 -0.330791 0.146974 2.935153 -0.059096 0.026007 -0.077916 0.000000 0.000000 0.609002 -0.000000 -0.000000 0.100000 4.803650 4.803650 4.803650 4.803650
6.090000 -0.331381 0.147234 2.934364 -0.059096 0.026007 -0.079941 0.000000 0.000000 0.610002 -0.000000 -0.000000 0.100000 4.803761 4.803761 4.803761 4.803761
6.100000 -0.331972 0.147494 2.933555 -0.059096 0.026007 -0.081963 0.000000 0.000000 0.611002 -0.000000 -0.000000 0.100000 4.803874 4.803875 4.803875 4.803875
6.110000 -0.332563 0.147754 2.932725 -0.059096 0.026006 -0.083983 0.000000 0.000000 0.612002 -0.000000 -0.000000 0.100000 4.803990 4.803990 4.803990 4.803990
6.120000 -0.333154 0.148014 2.931875 -0.059096 0.026006 -0.086001 0.000000 0.000000 0.613002 -0.000000 -0.000000 0.100000 4.804108 4.804108 4.804108 4.804108
6.130000 -0.333745 0.148274 2.931005 -0.059096 0.026006 -0.088016 0.000000 0.000000 0.614002 -0.000000 -0.000000 0.100000 4.804228 4.804228 4.804228 4.804228
6.140000 -0.334336 0.148534 2.930115 -0.059096 0.026006 -0.090029 0.000000 0.000000 0.615002 -0.000000 -0.000000 0.100000 4.804350 4.804350 4.804350 4.804350
6.150000 -0.334927 0.148794 2.929204 -0.059096 0.026006 -0.092040 0.000000 0.000000 0.616002 -0.000000 -0.000000 0.100000 4.804474 4.804474 4.804474 4.804474
6.160000 -0.335518 0.149054 2.928274 -0.059096 0.026006 -0.094047 0.000000 0.000000 0.617002 -0.000000 -0.000000 0.100000 4.804600 4.804600 4.804600 4.804600
6.170000 -0.336109 0.149314 2.927323 -0.059096 0.026006 -0.096053 0.000000 0.000000 0.618002 -0.000000 -0.000000 0.100000 4.804729 4.804729 4.804729 4.804729
6.180000 -0.336700 0.149574 2.926353 -0.059095 0.026006 -0.098055 0.000000 0.000000 0.619002 -0.000000 -0.000000 0.100000 4.804860 4.804860 4.804860 4.804860
6.190000 -0.337291 0.149834 2.925362 -0.059095 0.026006 -0.100055 0.000000 0.000000 0.620002 -0.000000 -0.000000 0.100000 4.804993 4.804993 4.804993 4.804993
6.200000 -0.337882 0.150094 2.924352 -0.059095 0.026006 -0.102053 0.000000 0.000000 0.621002 -0.000000 -0.000000 0.100000 4.805129 4.805129 4.805129 4.805129
6.210000 -0.338473 0.150354 2.923321 -0.059095 0.026006 -0.104047 0.000000 0.000000 0.622002 -0.000000 -0.000000 0.100000 4.805266 4.805266 4.805266 4.805266
6.220000 -0.339064 0.150614 2.922271 -0.059095 0.026006 -0.106039 0.000000 0.000000 0.623002 -0.000000 -0.000000 0.100000 4.805406 4.805406 4.805406 4.805406
6.230000 -0.339655 0.150874 2.921200 -0.059095 0.026006 -0.108028 0.000000 0.000000 0.624002 -0.000000 -0.000000 0.100000 4.805548 4.805548 4.805548 4.805548
6.240000 -0.340246 0.151135 2.920110 -0.059095 0.026006 -0.110014 0.000000 0.000000 0.625002 -0.000000 -0.000000 0.100000 4.805692 4.805692 4.805692 4.805692
6.250000 -0.340837 0.151395 2.919000 -0.059095 0.026006 -0.111997 0.000000 0.000000 0.626002 -0.000000 -0.000000 0.100000 4.805838 4.805838 4.805838 4.805838
6.260000 -0.341428 0.151655 2.917870 -0.059095 0.026006 -0.113977 0.000000 0.000000 0.627002 -0.000000 -0.000000 0.100000 4.805986 4.805986 4.805986 4.805986
6.270000 -0.342019 0.151915 2.916721 -0.059094 0.026006 -0.115954 0.000000 0.000000 0.628002 -0.000000 -0.000000 0.100000 4.806137 4.806137 4.806137 4.806137
6.280000 -0.342610 0.152175 2.915551 -0.059094 0.026006 -0.117928 0.000000 0.000000 0.629002 -0.000000 -0.000000 0.100000 4.806290 4.806290 4.806290 4.806290
6.290000 -0.343201 0.152435 2.914362 -0.059094 0.026006 -0.119898 0.000000 0.000000 0.630002 -0.000000 -0.000000 0.100000 4.806445 4.806445 4.806445 4.806445
6.300000 -0.343791 0.152695 2.913153 -0.059094 0.026006 -0.121866 0.000000 0.000000 0.631002 -0.000000 -0.000000 0.100000 4.806602 4.806602 4.806602 4.806602
6.310000 -0.344382 0.152955 2.911925 -0.059094 0.026005 -0.123831 0.000000 0.000000 0.632002 -0.000000 -0.000000 0.100000 4.806761 4.806761 4.806761 4.806761
6.320000 -0.344973 0.153215 2.910677 -0.059094 0.026005 -0.125792 0.000000 0.000000 0.633002 -0.000000 -0.000000 0.100000 4.806922 4.806922 4.806922 4.806922
6.330000 -0.345564 0.153475 2.909409 -0.059094 0.026005 -0.127750 0.000000 0.000000 0.634002 -0.000000 -0.000000 0.100000 4.807086 4.807086 4.807086 4.807086
6.340000 -0.346155 0.153735 2.908122 -0.059094 0.026005 -0.129705 0.000000 0.000000 0.635002 -0.000000 -0.000000 0.100000 4.807252 4.807252 4.807252 4.807252
6.350000 -0.346746 0.153995 2.906815 -0.059093 0.026005 -0.131656 0.000000 0.000000 0.636002 -0.000000 -0.000000 0.100000 4.807420 4.807420 4.807420 4.807420
6.360000 -0.347337 0.154255 2.905489 -0.059093 0.026005 -0.133604 0.000000 0.000000 0.637002 -0.000000 -0.000000 0.100000 4.807590 4.807590 4.807590 4.807590
6.370000 -0.347928 0.154515 2.904143 -0.059093 0.026005 -0.135548 0.000000 0.000000 0.638002 -0.000000 -0.000000 0.100000 4.807762 4.807762 4.807762 4.807762
6.380000 -0.348519 0.154775 2.902778 -0.059093 0.026005 -0.137489 0.000000 0.000000 0.639002 -0.000000 -0.000000 0.100000 4.807936 4.807936 4.807936 4.807936
6.390000 -0.349110 0.155035 2.901393 -0.059093 0.026005 -0.139427 0.000000 0.000000 0.640002 -0.000000 -0.000000 0.100000 4.808112 4.808112 4.808112 4.808112
6.400000 -0.349701 0.155295 2.899989 -0.059093 0.026005 -0.141361 0.000000 0.000000 0.641002 -0.000000 -0.000000 0.100000 4.808291 4.808291 4.808291 4.808291
6.410000 -0.350292 0.155555 2.898566 -0.059093 0.026005 -0.143291 0.000000 0.000000 0.642002 -0.000000 -0.000000 0.100000 4.808472 4.808472 4.808472 4.808472
6.420000 -0.350883 0.155815 2.897123 -0.059092 0.026005 -0.145217 0.000000 0.000000 0.643002 -0.000000 -0.000000 0.100000 4.808654 4.808654 4.808654 4.808654
6.430000 -0.351474 0.156076 2.895662 -0.059092 0.026005 -0.147140 0.000000 0.000000 0.644002 -0.000000 -0.000000 0.100000 4.808839 4.808839 4.808839 4.808839
6.440000 -0.352065 0.156336 2.894181 -0.059092 0.026005 -0.149059 0.000000 0.000000 0.645002 -0.000000 -0.000000 0.100000 4.809026 4.809026 4.809026 4.809026
6.450000 -0.352655 0.156596 2.892680 -0.059092 0.026005 -0.150975 0.000000 0.000000 0.646002 -0.000000 -0.000000 0.100000 4.809216 4.809216 4.809216 4.809216
6.460000 -0.353246 0.156856 2.891161 -0.059092 0.026005 -0.152886 0.000000 0.000000 0.647002 -0.000000 -0.000000 0.100000 4.809407 4.809407 4.809407 4.809407
6.470000 -0.353837 0.157116 2.889623 -0.059092 0.026005 -0.154794 0.000000 0.000000 0.648002 -0.000000 -0.000000 0.100000 4.809600 4.809600 4.809600 4.809600
6.480000 -0.354428 0.157376 2.888065 -0.059092 0.026004 -0.156697 0.000000 0.000000 0.649002 -0.000000 -0.000000 0.100000 4.809796 4.809796 4.809796 4.809796
6.490000 -0.355019 0.157636 2.886489 -0.059091 0.026004 -0.158597 0.000000 0.000000 0.650002 -0.000000 -0.000000 0.100000 4.809993 4.809993 4.809993 4.809993
6.500000 -0.355610 0.157896 2.884893 -0.059091 0.026004 -0.160493 0.000000 0.000000 0.651002 -0.000000 -0.000000 0.100000 4.810193 4.810193 4.810193 4.810193
6.510000 -0.356201 0.158156 2.883279 -0.059091 0.026004 -0.162385 0.000000 0.000000 0.652002 -0.000000 -0.000000 0.100000 4.810395 4.810395 4.810395 4.810395
6.520000 -0.356792 0.158416 2.881646 -0.059091 0.026004 -0.164272 0.000000 0.000000 0.653002 -0.000000 -0.000000 0.100000 4.810598 4.810598 4.810598 4.810598
6.530000 -0.357383 0.158676 2.879993 -0.059091 0.026004 -0.166156 0.000000 0.000000 0.654002 -0.000000 -0.000000 0.100000 4.810804 4.810804 4.810804 4.810804
6.540000 -0.357974 0.158936 2.878322 -0.059091 0.026004 -0.168035 0.000000 0.000000 0.655002 -0.000000 -0.000000 0.100000 4.811012 4.811012 4.811012 4.811012
6.550000 -0.358565 0.159196 2.876633 -0.059090 0.026004 -0.169910 0.000000 0.000000 0.656002 -0.000000 -0.000000 0.100000 4.811222 4.811222 4.811222 4.811222
6.560000 -0.359155 0.159456 2.874924 -0.059090 0.026004 -0.171781 0.000000 0.000000 0.657002 -0.000000 -0.000000 0.100000 4.811434 4.811434 4.811434 4.811434
6.570000 -0.359746 0.159716 2.873197 -0.059090 0.026004 -0.173647 0.000000 0.000000 0.658002 -0.000000 -0.000000 0.100000 4.811649 4.811649 4.811649 4.811649
6.580000 -0.360337 0.159976 2.871451 -0.059090 0.026004 -0.175510 0.000000 0.000000 0.659002 -0.000000 -0.000000 0.100000 4.811865 4.811865 4.811865 4.811865
6.590000 -0.360928 0.160236 2.869687 -0.059090 0.026004 -0.177367 0.000000 0.000000 0.660002 -0.000000 -0.000000 0.100000 4.812083 4.812083 4.812083 4.812083
6.600000 -0.361519 0.160496 2.867904 -0.059090 0.026004 -0.179221 0.000000 0.000000 0.661002 -0.000000 -0.000000 0.100000 4.812303 4.812303 4.812303 4.812303
6.610000 -0.362110 0.160756 2.866103 -0.059089 0.026003 -0.181070 0.000000 0.000000 0.662002 -0.000000 -0.000000 0.100000 4.812526 4.812526 4.812526 4.812526
6.620000 -0.362701 0.161016 2.864283 -0.059089 0.026003 -0.182914 0.000000 0.000000 0.663002 -0.000000 -0.000000 0.100000 4.812750 4.812750 4.812750 4.812750
6.630000 -0.363292 0.161276 2.862444 -0.059089 0.026003 -0.184754 0.000000 0.000000 0.664002 -0.000000 -0.000000 0.100000 4.812976 4.812976 4.812976 4.812976
6.640000 -0.363883 0.161536 2.860588 -0.059089 0.026003 -0.186590 0.000000 0.000000 0.665002 -0.000000 -0.000000 0.100000 4.813205 4.813205 4.813205 4.813205
6.650000 -0.364474 0.161796 2.858713 -0.059089 0.026003 -0.188420 0.000000 0.000000 0.666002 -0.000000 -0.000000 0.100000 4.813435 4.813435 4.813435 4.813435
6.660000 -0.365064 0.162056 2.856819 -0.059089 0.026003 -0.190246 0.000000 0.000000 0.667002 -0.000000 -0.000000 0.100000 4.813668 4.813668 4.813668 4.813668
6.670000 -0.365655 0.162316 2.854908 -0.059088 0.026003 -0.192068 0.000000 0.000000 0.668002 -0.000000 -0.000000 0.100000 4.813902 4.813902 4.813902 4.813902
6.680000 -0.366246 0.162577 2.852978 -0.059088 0.026003 -0.193884 0.000000 0.000000 0.669002 -0.000000 -0.000000 0.100000 4.814139 4.814139 4.814139 4.814139
6.690000 -0.366837 0.162837 2.851030 -0.059088 0.026003 -0.195696 0.000000 0.000000 0.670002 -0.000000 -0.000000 0.100000 4.814377 4.814377 4.814377 4.814377
6.700000 -0.367428 0.163097 2.849064 -0.059088 0.026003 -0.197503 0.000000 0.000000 0.671002 -0.000000 -0.000000 0.100000 4.814618 4.814618 4.814618 4.814618
6.710000 -0.368019 0.163357 2.847080 -0.059088 0.026003 -0.199305 0.000000 0.000000 0.672002 -0.000000 -0.000000 0.100000 4.814860 4.814860 4.814860 4.814860
6.720000 -0.368610 0.163617 2.845078 -0.059087 0.026003 -0.201103 0.000000 0.000000 0.673002 -0.000000 -0.000000 0.100000 4.815105 4.815105 4.815105 4.815105
6.730000 -0.369201 0.163877 2.843058 -0.059087 0.026003 -0.202895 0.000000 0.000000 0.674002 -0.000000 -0.000000 0.100000 4.815351 4.815351 4.815351 4.815351
6.740000 -0.369791 0.164137 2.841020 -0.059087 0.026002 -0.204682 0.000000 0.000000 0.675002 -0.000000 -0.000000 0.100000 4.815600 4.815600 4.815600 4.815600
6.750000 -0.370382 0.164397 2.838964 -0.059087 0.026002 -0.206465 0.000000 0.000000 0.676002 -0.000000 -0.000000 0.100000 4.815850 4.815850 4.815850 4.815850
6.760000 -0.370973 0.164657 2.836891 -0.059087 0.026002 -0.208242 0.000000 0.000000 0.677002 -0.000000 -0.000000 0.100000 4.816102 4.816102 4.816102 4.816102
6.770000 -0.371564 0.164917 2.834800 -0.059087 0.026002 -0.210014 0.000000 0.000000 0.678002 -0.000000 -0.000000 0.100000 4.816357 4.816357 4.816357 4.816357
6.780000 -0.372155 0.165177 2.832691 -0.059086 0.026002 -0.211781 0.000000 0.000000 0.679002 -0.000000 -0.000000 0.100000 4.816613 4.816613 4.816613 4.816613
6.790000 -0.372746 0.165437 2.830564 -0.059086 0.026002 -0.213543 0.000000 0.000000 0.680002 -0.000000 -0.000000 0.100000 4.816871 4.816871 4.816871 4.816871
6.800000 -0.373337 0.165697 2.828420 -0.059086 0.026002 -0.215300 0.000000 0.000000 0.681002 -0.000000 -0.000000 0.100000 4.817131 4.817131 4.817131 4.817131
6.810000 -0.373928 0.165957 2.826258 -0.059086 0.026002 -0.217051 0.000000 0.000000 0.682002 -0.000000 -0.000000 0.100000 4.817393 4.817393 4.817393 4.817393
6.820000 -0.374518 0.166217 2.824079 -0.059085 0.026002 -0.218797 0.000000 0.000000 0.683002 -0.000000 -0.000000 0.100000 4.817657 4.817657 4.817657 4.817657
6.830000 -0.375109 0.166477 2.821882 -0.059085 0.026002 -0.220538 0.000000 0.000000 0.684002 -0.000000 -0.000000 0.100000 4.817923 4.817923 4.817923 4.817923
6.840000 -0.375700 0.166737 2.819668 -0.059085 0.026002 -0.222273 0.000000 0.000000 0.685002 -0.000000 -0.000000 0.100000 4.818191 4.818191 4.818191 4.818191
6.850000 -0.376291 0.166997 2.817437 -0.059085 0.026001 -0.224003 0.000000 0.000000 0.686002 -0.000000 -0.000000 0.100000 4.818461 4.818461 4.818461 4.818461
6.860000 -0.376882 0.167257 2.815188 -0.059085 0.026001 -0.225728 0.000000 0.000000 0.687002 -0.000000 -0.000000 0.100000 4.818733 4.818733 4.818733 4.818733
6.870000 -0.377473 0.167517 2.812922 -0.059084 0.026001 -0.227447 0.000000 0.000000 0.688002 -0.000000 -0.000000 0.100000 4.819006 4.819006 4.819006 4.819006
6.880000 -0.378063 0.167777 2.810639 -0.059084 0.026001 -0.229160 0.000000 0.000000 0.689002 -0.000000 -0.000000 0.100000 4.819282 4.819282 4.819282 4.819282
6.890000 -0.378654 0.168037 2.808339 -0.059084 0.026001 -0.230868 0.000000 0.000000 0.690002 -0.000000 -0.000000 0.100000 4.819559 4.819559 4.819559 4.819559
6.900000 -0.379245 0.168297 2.806022 -0.059084 0.026001 -0.232571 0.000000 0.000000 0.691002 -0.000000 -0.000000 0.100000 4.819838 4.819838 4.819838 4.819838
6.910000 -0.379836 0.168557 2.803688 -0.059084 0.026001 -0.234267 0.000000 0.000000 0.692002 -0.000000 -0.000000 0.100000 4.820119 4.820119 4.820119 4.820119
6.920000 -0.380427 0.168817 2.801336 -0.059083 0.026001 -0.235958 0.000000 0.000000 0.693002 -0.000000 -0.000000 0.100000 4.820402 4.820402 4.820402 4.820402
6.930000 -0.381018 0.169077 2.798968 -0.059083 0.026001 -0.237644 0.000000 0.000000 0.694002 -0.000000 -0.000000 0.100000 4.820687 4.820687 4.820687 4.820687
6.940000 -0.381608 0.169337 2.796584 -0.059083 0.026001 -0.239323 0.000000 0.000000 0.695002 -0.000000 -0.000000 0.100000 4.820974 4.820974 4.820974 4.820974
6.950000 -0.382199 0.169597 2.794182 -0.059083 0.026000 -0.240997 0.000000 0.000000 0.696002 -0.000000 -0.000000 0.100000 4.821263 4.821263 4.821263 4.821263
6.960000 -0.382790 0.169857 2.791764 -0.059082 0.026000 -0.242665 0.000000 0.000000 0.697002 -0.000000 -0.000000 0.100000 4.821553 4.821553 4.821553 4.821553
6.970000 -0.383381 0.170117 2.789329 -0.059082 0.026000 -0.244327 0.000000 0.000000 0.698002 -0.000000 -0.000000 0.100000 4.821845 4.821845 4.821845 4.821845
6.980000 -0.383972 0.170377 2.786877 -0.059082 0.026000 -0.245984 0.000000 0.000000 0.699002 -0.000000 -0.000000 0.100000 4.822139 4.822139 4.822139 4.822139
6.990000 -0.384563 0.170637 2.784409 -0.059082 0.026000 -0.247634 0.000000 0.000000 0.700002 -0.000000 -0.000000 0.100000 4.822435 4.822435 4.822435 4.822435
7.000000 -0.385153 0.170897 2.781924 -0.059082 0.026000 -0.249278 0.000000 0.000000 0.701002 -0.000000 -0.000000 0.100000 4.822733 4.822733 4.822733 4.822733
7.010000 -0.385744 0.171157 2.779423 -0.059081 0.026000 -0.250917 0.000000 0.000000 0.702002 -0.000000 -0.000000 0.100000 4.823032 4.823032 4.823032 4.823032
7.020000 -0.386335 0.171417 2.776906 -0.059081 0.026000 -0.252549 0.000000 0.000000 0.703002 -0.000000 -0.000000 0.100000 4.823334 4.823334 4.823334 4.823334
7.030000 -0.386926 0.171677 2.774373 -0.059081 0.026000 -0.254175 0.000000 0.000000 0.704002 -0.000000 -0.000000 0.100000 4.823637 4.823637 4.823637 4.823637
7.040000 -0.387517 0.171937 2.771823 -0.059081 0.026000 -0.255795 0.000000 0.000000 0.705002 -0.000000 -0.000000 0.100000 4.823942 4.823942 4.823942 4.823942
7.050000 -0.388107 0.172197 2.769257 -0.059080 0.025999 -0.257409 0.000000 0.000000 0.706002 -0.000000 -0.000000 0.100000 4.824249 4.824249 4.824249 4.824249
7.060000 -0.388698 0.172457 2.766675 -0.059080 0.025999 -0.259017 0.000000 0.000000 0.707002 -0.000000 -0.000000 0.100000 4.824557 4.824557 4.824557 4.824557
7.070000 -0.389289 0.172717 2.764076 -0.059080 0.025999 -0.260619 0.000000 0.000000 0.708002 -0.000000 -0.000000 0.100000 4.824867 4.824867 4.824867 4.824867
7.080000 -0.389880 0.172977 2.761462 -0.059080 0.025999 -0.262214 0.000000 0.000000 0.709002 -0.000000 -0.000000 0.100000 4.825179 4.825179 4.825179 4.825179
7.090000 -0.390471 0.173237 2.758832 -0.059079 0.025999 -0.263803 0.000000 0.000000 0.710002 -0.000000 -0.000000 0.100000 4.825493 4.825493 4.825493 4.825493
7.100000 -0.391061 0.173497 2.756186 -0.059079 0.025999 -0.265386 0.000000 0.000000 0.711002 -0.000000 -0.000000 0.100000 4.825809 4.825809 4.825809 4.825809
7.110000 -0.391652 0.173757 2.753524 -0.059079 0.025999 -0.266962 0.000000 0.000000 0.712002 -0.000000 -0.000000 0.100000 4.826126 4.826126 4.826126 4.826126
7.120000 -0.392243 0.174017 2.750847 -0.059079 0.025999 -0.268532 0.000000 0.000000 0.713002 -0.000000 -0.000000 0.100000 4.826445 4.826445 4.826445 4.826445
7.130000 -0.392834 0.174277 2.748154 -0.059078 0.025999 -0.270096 0.000000 0.000000 0.714002 -0.000000 -0.000000 0.100000 4.826766 4.826766 4.826766 4.826766
7.140000 -0.393425 0.174537 2.745445 -0.059078 0.025998 -0.271653 0.000000 0.000000 0.715002 -0.000000 -0.000000 0.100000 4.827088 4.827088 4.827088 4.827088
7.150000 -0.394015 0.174797 2.742721 -0.059078 0.025998 -0.273203 0.000000 0.000000 0.716002 -0.000000 -0.000000 0.100000 4.827413 4.827413 4.827413 4.827413
7.160000 -0.394606 0.175057 2.739981 -0.059078 0.025998 -0.274748 0.000000 0.000000 0.717002 -0.000000 -0.000000 0.100000 4.827739 4.827739 4.827739 4.827739
7.170000 -0.395197 0.175317 2.737226 -0.059077 0.025998 -0.276285 0.000000 0.000000 0.718002 -0.000000 -0.000000 0.100000 4.828066 4.828066 4.828066 4.828066
7.180000 -0.395788 0.175577 2.734455 -0.059077 0.025998 -0.277816 0.000000 0.000000 0.719002 -0.000000 -0.000000 0.100000 4.828395 4.828395 4.828395 4.828395
7.190000 -0.396378 0.175837 2.731670 -0.059077 0.025998 -0.279340 0.000000 0.000000 0.720002 -0.000000 -0.000000 0.100000 4.828726 4.828726 4.828726 4.828726
7.200000 -0.396969 0.176097 2.728869 -0.059077 0.025998 -0.280858 0.000000 0.000000 0.721002 -0.000000 -0.000000 0.100000 4.829059 4.829059 4.829059 4.829059
7.210000 -0.397560 0.176357 2.726052 -0.059076 0.025998 -0.282369 0.000000 0.000000 0.722002 -0.000000 -0.000000 0.100000 4.829393 4.829393 4.829393 4.829393
7.220000 -0.398151 0.176617 2.723221 -0.059076 0.025998 -0.283873 0.000000 0.000000 0.723002 -0.000000 -0.000000 0.100000 4.829730 4.829730 4.829730 4.829730
7.230000 -0.398742 0.176877 2.720375 -0.059076 0.025997 -0.285370 0.000000 0.000000 0.724002 -0.000000 -0.000000 0.100000 4.830067 4.830067 4.830067 4.830067
7.240000 -0.399332 0.177137 2.717514 -0.059076 0.025997 -0.286861 0.000000 0.000000 0.725002 -0.000000 -0.000000 0.100000 4.830406 4.830406 4.830406 4.830406
7.250000 -0.399923 0.177397 2.714638 -0.059075 0.025997 -0.288344 0.000000 0.000000 0.726002 -0.000000 -0.000000 0.100000 4.830747 4.830747 4.830747 4.830747
7.260000 -0.400514 0.177657 2.711747 -0.059075 0.025997 -0.289821 0.000000 0.000000 0.727002 -0.000000 -0.000000 0.100000 4.831090 4.831090 4.831090 4.831090
