# Time X Y Z VX VY VZ Phi Theta Psi P Q R U1 U2 U3 U4
10.250000 -0.576994 0.255320 1.565054 -0.058970 0.025951 -0.340471 0.000000 0.000000 1.026002 -0.000000 -0.000000 0.100000 4.963442 4.963442 4.963442 4.963442
10.260000 -0.577584 0.255580 1.561655 -0.058970 0.025951 -0.339293 0.000000 0.000000 1.027002 -0.000000 -0.000000 0.100000 4.963826 4.963826 4.963826 4.963826
10.270000 -0.578174 0.255839 1.558268 -0.058969 0.025951 -0.338107 0.000000 0.000000 1.028002 -0.000000 -0.000000 0.100000 4.964208 4.964208 4.964208 4.964208
10.280000 -0.578763 0.256099 1.554893 -0.058969 0.025950 -0.336913 0.000000 0.000000 1.029002 -0.000000 -0.000000 0.100000 4.964589 4.964589 4.964589 4.964589
10.290000 -0.579353 0.256358 1.551530 -0.058969 0.025950 -0.335712 0.000000 0.000000 1.030002 -0.000000 -0.000000 0.100000 4.964968 4.964968 4.964968 4.964968
10.300000 -0.579943 0.256618 1.548179 -0.058968 0.025950 -0.334504 0.000000 0.000000 1.031002 -0.000000 -0.000000 0.100000 4.965346 4.965346 4.965346 4.965346
10.310000 -0.580532 0.256877 1.544840 -0.058968 0.025950 -0.333287 0.000000 0.000000 1.032002 -0.000000 -0.000000 0.100000 4.965723 4.965723 4.965723 4.965723
10.320000 -0.581122 0.257137 1.541513 -0.058968 0.025950 -0.332064 0.000000 0.000000 1.033002 -0.000000 -0.000000 0.100000 4.966098 4.966098 4.966098 4.966098
10.330000 -0.581712 0.257396 1.538199 -0.058967 0.025950 -0.330833 0.000000 0.000000 1.034002 -0.000000 -0.000000 0.100000 4.966471 4.966471 4.966471 4.966471
10.340000 -0.582302 0.257656 1.534897 -0.058967 0.025950 -0.329594 0.000000 0.000000 1.035002 -0.000000 -0.000000 0.100000 4.966843 4.966843 4.966843 4.966843
10.350000 -0.582891 0.257915 1.531607 -0.058967 0.025950 -0.328348 0.000000 0.000000 1.036002 -0.000000 -0.000000 0.100000 4.967214 4.967214 4.967214 4.967214
10.360000 -0.583481 0.258175 1.528330 -0.058967 0.025949 -0.327095 0.000000 0.000000 1.037002 -0.000000 -0.000000 0.100000 4.967583 4.967583 4.967583 4.967583
10.370000 -0.584071 0.258434 1.525065 -0.058966 0.025949 -0.325834 0.000000 0.000000 1.038002 -0.000000 -0.000000 0.100000 4.967950 4.967950 4.967950 4.967950
10.380000 -0.584660 0.258694 1.521813 -0.058966 0.025949 -0.324566 0.000000 0.000000 1.039002 -0.000000 -0.000000 0.100000 4.968316 4.968316 4.968316 4.968316
10.390000 -0.585250 0.258953 1.518574 -0.058966 0.025949 -0.323291 0.000000 0.000000 1.040002 -0.000000 -0.000000 0.100000 4.968680 4.968680 4.968680 4.968680
10.400000 -0.585839 0.259213 1.515347 -0.058965 0.025949 -0.322008 0.000000 0.000000 1.041002 -0.000000 -0.000000 0.100000 4.969043 4.969043 4.969043 4.969043
10.410000 -0.586429 0.259472 1.512134 -0.058965 0.025949 -0.320719 0.000000 0.000000 1.042002 -0.000000 -0.000000 0.100000 4.969404 4.969404 4.969404 4.969404
10.420000 -0.587019 0.259732 1.508933 -0.058965 0.025949 -0.319422 0.000000 0.000000 1.043002 -0.000000 -0.000000 0.100000 4.969764 4.969764 4.969764 4.969764
10.430000 -0.587608 0.259991 1.505745 -0.058964 0.025948 -0.318118 0.000000 0.000000 1.044002 -0.000000 -0.000000 0.100000 4.970122 4.970122 4.970122 4.970122
10.440000 -0.588198 0.260251 1.502571 -0.058964 0.025948 -0.316807 0.000000 0.000000 1.045002 -0.000000 -0.000000 0.100000 4.970479 4.970479 4.970479 4.970479
10.450000 -0.588788 0.260510 1.499409 -0.058964 0.025948 -0.315488 0.000000 0.000000 1.046002 -0.000000 -0.000000 0.100000 4.970834 4.970834 4.970834 4.970834
10.460000 -0.589377 0.260770 1.496261 -0.058964 0.025948 -0.314163 0.000000 0.000000 1.047002 -0.000000 -0.000000 0.100000 4.971187 4.971187 4.971187 4.971187
10.470000 -0.589967 0.261029 1.493126 -0.058963 0.025948 -0.312831 0.000000 0.000000 1.048002 -0.000000 -0.000000 0.100000 4.971539 4.971539 4.971539 4.971539
10.480000 -0.590557 0.261289 1.490004 -0.058963 0.025948 -0.311492 0.000000 0.000000 1.049002 -0.000000 -0.000000 0.100000 4.971889 4.971889 4.971889 4.971889
10.490000 -0.591146 0.261548 1.486896 -0.058963 0.025948 -0.310145 0.000000 0.000000 1.050002 -0.000000 -0.000000 0.100000 4.972238 4.972238 4.972238 4.972238
10.500000 -0.591736 0.261808 1.483801 -0.058962 0.025948 -0.308792 0.000000 0.000000 1.051002 -0.000000 -0.000000 0.100000 4.972585 4.972585 4.972585 4.972585
10.510000 -0.592326 0.262067 1.480720 -0.058962 0.025947 -0.307432 0.000000 0.000000 1.052002 -0.000000 -0.000000 0.100000 4.972930 4.972930 4.972930 4.972930
10.520000 -0.592915 0.262327 1.477653 -0.058962 0.025947 -0.306065 0.000000 0.000000 1.053002 -0.000000 -0.000000 0.100000 4.973274 4.973274 4.973274 4.973274
10.530000 -0.593505 0.262586 1.474599 -0.058962 0.025947 -0.304691 0.000000 0.000000 1.054002 -0.000000 -0.000000 0.100000 4.973616 4.973616 4.973616 4.973616
10.540000 -0.594094 0.262846 1.471559 -0.058961 0.025947 -0.303311 0.000000 0.000000 1.055002 -0.000000 -0.000000 0.100000 4.973956 4.973956 4.973956 4.973956
10.550000 -0.594684 0.263105 1.468533 -0.058961 0.025947 -0.301923 0.000000 0.000000 1.056002 -0.000000 -0.000000 0.100000 4.974295 4.974295 4.974295 4.974295
10.560000 -0.595274 0.263364 1.465521 -0.058961 0.025947 -0.300529 0.000000 0.000000 1.057002 -0.000000 -0.000000 0.100000 4.974632 4.974632 4.974632 4.974632
10.570000 -0.595863 0.263624 1.462522 -0.058960 0.025947 -0.299129 0.000000 0.000000 1.058002 -0.000000 -0.000000 0.100000 4.974967 4.974967 4.974967 4.974967
10.580000 -0.596453 0.263883 1.459538 -0.058960 0.025947 -0.297721 0.000000 0.000000 1.059002 -0.000000 -0.000000 0.100000 4.975301 4.975301 4.975301 4.975301
10.590000 -0.597042 0.264143 1.456568 -0.058960 0.025946 -0.296307 0.000000 0.000000 1.060002 -0.000000 -0.000000 0.100000 4.975633 4.975633 4.975633 4.975633
10.600000 -0.597632 0.264402 1.453612 -0.058960 0.025946 -0.294886 0.000000 0.000000 1.061002 -0.000000 -0.000000 0.100000 4.975963 4.975963 4.975963 4.975963
10.610000 -0.598222 0.264662 1.450670 -0.058959 0.025946 -0.293459 0.000000 0.000000 1.062002 -0.000000 -0.000000 0.100000 4.976292 4.976292 4.976292 4.976292
10.620000 -0.598811 0.264921 1.447743 -0.058959 0.025946 -0.292026 0.000000 0.000000 1.063002 -0.000000 -0.000000 0.100000 4.976618 4.976618 4.976618 4.976618
10.630000 -0.599401 0.265181 1.444830 -0.058959 0.025946 -0.290585 0.000000 0.000000 1.064002 -0.000000 -0.000000 0.100000 4.976943 4.976943 4.976943 4.976943
10.640000 -0.599990 0.265440 1.441931 -0.058959 0.025946 -0.289139 0.000000 0.000000 1.065002 -0.000000 -0.000000 0.100000 4.977267 4.977267 4.977267 4.977267
10.650000 -0.600580 0.265700 1.439047 -0.058958 0.025946 -0.287686 0.000000 0.000000 1.066002 -0.000000 -0.000000 0.100000 4.977588 4.977588 4.977588 4.977588
10.660000 -0.601170 0.265959 1.436177 -0.058958 0.025946 -0.286226 0.000000 0.000000 1.067002 -0.000000 -0.000000 0.100000 4.977908 4.977908 4.977908 4.977908
10.670000 -0.601759 0.266219 1.433323 -0.058958 0.025946 -0.284760 0.000000 0.000000 1.068002 -0.000000 -0.000000 0.100000 4.978226 4.978226 4.978226 4.978226
10.680000 -0.602349 0.266478 1.430482 -0.058958 0.025945 -0.283288 0.000000 0.000000 1.069002 -0.000000 -0.000000 0.100000 4.978543 4.978543 4.978543 4.978543
10.690000 -0.602938 0.266737 1.427657 -0.058957 0.025945 -0.281810 0.000000 0.000000 1.070002 -0.000000 -0.000000 0.100000 4.978857 4.978857 4.978857 4.978857
10.700000 -0.603528 0.266997 1.424846 -0.058957 0.025945 -0.280325 0.000000 0.000000 1.071002 -0.000000 -0.000000 0.100000 4.979170 4.979170 4.979170 4.979170
10.710000 -0.604117 0.267256 1.422050 -0.058957 0.025945 -0.278834 0.000000 0.000000 1.072002 -0.000000 -0.000000 0.100000 4.979481 4.979481 4.979481 4.979481
10.720000 -0.604707 0.267516 1.419269 -0.058956 0.025945 -0.277337 0.000000 0.000000 1.073002 -0.000000 -0.000000 0.100000 4.979790 4.979790 4.979790 4.979790
10.730000 -0.605297 0.267775 1.416504 -0.058956 0.025945 -0.275834 0.000000 0.000000 1.074002 -0.000000 -0.000000 0.100000 4.980098 4.980098 4.980098 4.980098
10.740000 -0.605886 0.268035 1.413753 -0.058956 0.025945 -0.274325 0.000000 0.000000 1.075002 -0.000000 -0.000000 0.100000 4.980403 4.980403 4.980403 4.980403
10.750000 -0.606476 0.268294 1.411017 -0.058956 0.025945 -0.272810 0.000000 0.000000 1.076002 -0.000000 -0.000000 0.100000 4.980707 4.980707 4.980707 4.980707
10.760000 -0.607065 0.268554 1.408297 -0.058955 0.025945 -0.271288 0.000000 0.000000 1.077002 -0.000000 -0.000000 0.100000 4.981009 4.981009 4.981009 4.981009
10.770000 -0.607655 0.268813 1.405591 -0.058955 0.025944 -0.269761 0.000000 0.000000 1.078002 -0.000000 -0.000000 0.100000 4.981309 4.981309 4.981309 4.981309
10.780000 -0.608244 0.269073 1.402901 -0.058955 0.025944 -0.268228 0.000000 0.000000 1.079002 -0.000000 -0.000000 0.100000 4.981607 4.981607 4.981607 4.981607
10.790000 -0.608834 0.269332 1.400227 -0.058955 0.025944 -0.266688 0.000000 0.000000 1.080002 -0.000000 -0.000000 0.100000 4.981904 4.981904 4.981904 4.981904
10.800000 -0.609423 0.269591 1.397568 -0.058954 0.025944 -0.265143 0.000000 0.000000 1.081002 -0.000000 -0.000000 0.100000 4.982198 4.982198 4.982198 4.982198
10.810000 -0.610013 0.269851 1.394924 -0.058954 0.025944 -0.263592 0.000000 0.000000 1.082002 -0.000000 -0.000000 0.100000 4.982491 4.982491 4.982491 4.982491
10.820000 -0.610602 0.270110 1.392296 -0.058954 0.025944 -0.262036 0.000000 0.000000 1.083002 -0.000000 -0.000000 0.100000 4.982782 4.982782 4.982782 4.982782
10.830000 -0.611192 0.270370 1.389683 -0.058954 0.025944 -0.260473 0.000000 0.000000 1.084002 -0.000000 -0.000000 0.100000 4.983071 4.983071 4.983071 4.983071
10.840000 -0.611782 0.270629 1.387086 -0.058953 0.025944 -0.258905 0.000000 0.000000 1.085002 -0.000000 -0.000000 0.100000 4.983358 4.983358 4.983358 4.983358
10.850000 -0.612371 0.270889 1.384505 -0.058953 0.025944 -0.257331 0.000000 0.000000 1.086002 -0.000000 -0.000000 0.100000 4.983643 4.983643 4.983643 4.983643
10.860000 -0.612961 0.271148 1.381940 -0.058953 0.025943 -0.255752 0.000000 0.000000 1.087002 -0.000000 -0.000000 0.100000 4.983926 4.983926 4.983926 4.983926
10.870000 -0.613550 0.271407 1.379390 -0.058953 0.025943 -0.254166 0.000000 0.000000 1.088002 -0.000000 -0.000000 0.100000 4.984208 4.984208 4.984208 4.984208
10.880000 -0.614140 0.271667 1.376857 -0.058953 0.025943 -0.252576 0.000000 0.000000 1.089002 -0.000000 -0.000000 0.100000 4.984487 4.984487 4.984487 4.984487
10.890000 -0.614729 0.271926 1.374339 -0.058952 0.025943 -0.250979 0.000000 0.000000 1.090002 -0.000000 -0.000000 0.100000 4.984765 4.984765 4.984765 4.984765
10.900000 -0.615319 0.272186 1.371837 -0.058952 0.025943 -0.249377 0.000000 0.000000 1.091002 -0.000000 -0.000000 0.100000 4.985041 4.985041 4.985041 4.985041
10.910000 -0.615908 0.272445 1.369351 -0.058952 0.025943 -0.247770 0.000000 0.000000 1.092002 -0.000000 -0.000000 0.100000 4.985314 4.985314 4.985314 4.985314
10.920000 -0.616498 0.272705 1.366882 -0.058952 0.025943 -0.246158 0.000000 0.000000 1.093002 -0.000000 -0.000000 0.100000 4.985586 4.985586 4.985586 4.985586
10.930000 -0.617087 0.272964 1.364428 -0.058951 0.025943 -0.244539 0.000000 0.000000 1.094002 -0.000000 -0.000000 0.100000 4.985856 4.985856 4.985856 4.985856
10.940000 -0.617677 0.273223 1.361991 -0.058951 0.025943 -0.242916 0.000000 0.000000 1.095002 -0.000000 -0.000000 0.100000 4.986124 4.986124 4.986124 4.986124
10.950000 -0.618266 0.273483 1.359570 -0.058951 0.025943 -0.241287 0.000000 0.000000 1.096002 -0.000000 -0.000000 0.100000 4.986390 4.986390 4.986390 4.986390
10.960000 -0.618856 0.273742 1.357165 -0.058951 0.025942 -0.239653 0.000000 0.000000 1.097002 -0.000000 -0.000000 0.100000 4.986654 4.986654 4.986654 4.986654
10.970000 -0.619445 0.274002 1.354777 -0.058950 0.025942 -0.238014 0.000000 0.000000 1.098002 -0.000000 -0.000000 0.100000 4.986916 4.986916 4.986916 4.986916
10.980000 -0.620035 0.274261 1.352405 -0.058950 0.025942 -0.236370 0.000000 0.000000 1.099002 -0.000000 -0.000000 0.100000 4.987176 4.987176 4.987176 4.987176
10.990000 -0.620624 0.274521 1.350049 -0.058950 0.025942 -0.234720 0.000000 0.000000 1.100002 -0.000000 -0.000000 0.100000 4.987434 4.987434 4.987434 4.987434
11.000000 -0.621214 0.274780 1.347711 -0.058950 0.025942 -0.233065 0.000000 0.000000 1.101002 -0.000000 -0.000000 0.100000 4.987690 4.987690 4.987690 4.987690
11.010000 -0.621803 0.275039 1.345388 -0.058950 0.025942 -0.231406 0.000000 0.000000 1.102002 -0.000000 -0.000000 0.100000 4.987945 4.987945 4.987945 4.987945
11.020000 -0.622393 0.275299 1.343082 -0.058949 0.025942 -0.229741 0.000000 0.000000 1.103002 -0.000000 -0.000000 0.100000 4.988197 4.988197 4.988197 4.988197
11.030000 -0.622982 0.275558 1.340793 -0.058949 0.025942 -0.228071 0.000000 0.000000 1.104002 -0.000000 -0.000000 0.100000 4.988447 4.988447 4.988447 4.988447
11.040000 -0.623572 0.275818 1.338521 -0.058949 0.025942 -0.226396 0.000000 0.000000 1.105002 -0.000000 -0.000000 0.100000 4.988695 4.988695 4.988695 4.988695
11.050000 -0.624161 0.276077 1.336265 -0.058949 0.025942 -0.224717 0.000000 0.000000 1.106002 -0.000000 -0.000000 0.100000 4.988941 4.988941 4.988941 4.988941
11.060000 -0.624751 0.276337 1.334027 -0.058949 0.025941 -0.223032 0.000000 0.000000 1.107002 -0.000000 -0.000000 0.100000 4.989185 4.989185 4.989185 4.989185
11.070000 -0.625340 0.276596 1.331805 -0.058948 0.025941 -0.221343 0.000000 0.000000 1.108002 -0.000000 -0.000000 0.100000 4.989428 4.989428 4.989428 4.989428
11.080000 -0.625930 0.276855 1.329600 -0.058948 0.025941 -0.219649 0.000000 0.000000 1.109002 -0.000000 -0.000000 0.100000 4.989668 4.989668 4.989668 4.989668
11.090000 -0.626519 0.277115 1.327412 -0.058948 0.025941 -0.217950 0.000000 0.000000 1.110002 -0.000000 -0.000000 0.100000 4.989906 4.989906 4.989906 4.989906
11.100000 -0.627109 0.277374 1.325241 -0.058948 0.025941 -0.216246 0.000000 0.000000 1.111002 -0.000000 -0.000000 0.100000 4.990142 4.990142 4.990142 4.990142
11.110000 -0.627698 0.277634 1.323087 -0.058948 0.025941 -0.214538 0.000000 0.000000 1.112002 -0.000000 -0.000000 0.100000 4.990376 4.990376 4.990376 4.990376
11.120000 -0.628288 0.277893 1.320950 -0.058947 0.025941 -0.212825 0.000000 0.000000 1.113002 -0.000000 -0.000000 0.100000 4.990608 4.990608 4.990608 4.990608
11.130000 -0.628877 0.278152 1.318831 -0.058947 0.025941 -0.211108 0.000000 0.000000 1.114002 -0.000000 -0.000000 0.100000 4.990837 4.990837 4.990837 4.990837
11.140000 -0.629467 0.278412 1.316728 -0.058947 0.025941 -0.209386 0.000000 0.000000 1.115002 -0.000000 -0.000000 0.100000 4.991065 4.991065 4.991065 4.991065
11.150000 -0.630056 0.278671 1.314643 -0.058947 0.025941 -0.207659 0.000000 0.000000 1.116002 -0.000000 -0.000000 0.100000 4.991291 4.991291 4.991291 4.991291
11.160000 -0.630646 0.278931 1.312575 -0.058947 0.025941 -0.205928 0.000000 0.000000 1.117002 -0.000000 -0.000000 0.100000 4.991515 4.991515 4.991515 4.991515
11.170000 -0.631235 0.279190 1.310524 -0.058946 0.025940 -0.204193 0.000000 0.000000 1.118002 -0.000000 -0.000000 0.100000 4.991736 4.991736 4.991736 4.991736
11.180000 -0.631824 0.279449 1.308491 -0.058946 0.025940 -0.202453 0.000000 0.000000 1.119002 -0.000000 -0.000000 0.100000 4.991956 4.991956 4.991956 4.991956
11.190000 -0.632414 0.279709 1.306475 -0.058946 0.025940 -0.200709 0.000000 0.000000 1.120002 -0.000000 -0.000000 0.100000 4.992173 4.992173 4.992173 4.992173
11.200000 -0.633003 0.279968 1.304477 -0.058946 0.025940 -0.198960 0.000000 0.000000 1.121002 -0.000000 -0.000000 0.100000 4.992389 4.992389 4.992389 4.992389
11.210000 -0.633593 0.280228 1.302496 -0.058946 0.025940 -0.197208 0.000000 0.000000 1.122002 -0.000000 -0.000000 0.100000 4.992602 4.992602 4.992602 4.992602
11.220000 -0.634182 0.280487 1.300533 -0.058945 0.025940 -0.195451 0.000000 0.000000 1.123002 -0.000000 -0.000000 0.100000 4.992813 4.992813 4.992813 4.992813
11.230000 -0.634772 0.280746 1.298587 -0.058945 0.025940 -0.193690 0.000000 0.000000 1.124002 -0.000000 -0.000000 0.100000 4.993022 4.993022 4.993022 4.993022
11.240000 -0.635361 0.281006 1.296659 -0.058945 0.025940 -0.191925 0.000000 0.000000 1.125002 -0.000000 -0.000000 0.100000 4.993229 4.993229 4.993229 4.993229
11.250000 -0.635951 0.281265 1.294749 -0.058945 0.025940 -0.190155 0.000000 0.000000 1.126002 -0.000000 -0.000000 0.100000 4.993434 4.993434 4.993434 4.993434
11.260000 -0.636540 0.281525 1.292856 -0.058945 0.025940 -0.188382 0.000000 0.000000 1.127002 -0.000000 -0.000000 0.100000 4.993636 4.993636 4.993636 4.993636
11.270000 -0.637130 0.281784 1.290981 -0.058944 0.025940 -0.186605 0.000000 0.000000 1.128002 -0.000000 -0.000000 0.100000 4.993837 4.993837 4.993837 4.993837
11.280000 -0.637719 0.282043 1.289124 -0.058944 0.025940 -0.184824 0.000000 0.000000 1.129002 -0.000000 -0.000000 0.100000 4.994035 4.994035 4.994035 4.994035
11.290000 -0.638308 0.282303 1.287285 -0.058944 0.025940 -0.183038 0.000000 0.000000 1.130002 -0.000000 -0.000000 0.100000 4.994232 4.994232 4.994232 4.994232
11.300000 -0.638898 0.282562 1.285463 -0.058944 0.025939 -0.181249 0.000000 0.000000 1.131002 -0.000000 -0.000000 0.100000 4.994426 4.994426 4.994426 4.994426
11.310000 -0.639487 0.282822 1.283660 -0.058944 0.025939 -0.179456 0.000000 0.000000 1.132002 -0.000000 -0.000000 0.100000 4.994618 4.994618 4.994618 4.994618
11.320000 -0.640077 0.283081 1.281874 -0.058944 0.025939 -0.177660 0.000000 0.000000 1.133002 -0.000000 -0.000000 0.100000 4.994808 4.994808 4.994808 4.994808
11.330000 -0.640666 0.283340 1.280106 -0.058943 0.025939 -0.175859 0.000000 0.000000 1.134002 -0.000000 -0.000000 0.100000 4.994995 4.994995 4.994995 4.994995
11.340000 -0.641256 0.283600 1.278357 -0.058943 0.025939 -0.174055 0.000000 0.000000 1.135002 -0.000000 -0.000000 0.100000 4.995181 4.995181 4.995181 4.995181
11.350000 -0.641845 0.283859 1.276625 -0.058943 0.025939 -0.172247 0.000000 0.000000 1.136002 -0.000000 -0.000000 0.100000 4.995364 4.995364 4.995364 4.995364
11.360000 -0.642434 0.284119 1.274912 -0.058943 0.025939 -0.170436 0.000000 0.000000 1.137002 -0.000000 -0.000000 0.100000 4.995546 4.995546 4.995546 4.995546
11.370000 -0.643024 0.284378 1.273217 -0.058943 0.025939 -0.168621 0.000000 0.000000 1.138002 -0.000000 -0.000000 0.100000 4.995725 4.995725 4.995725 4.995725
11.380000 -0.643613 0.284637 1.271539 -0.058943 0.025939 -0.166803 0.000000 0.000000 1.139002 -0.000000 -0.000000 0.100000 4.995902 4.995902 4.995902 4.995902
11.390000 -0.644203 0.284897 1.269881 -0.058942 0.025939 -0.164981 0.000000 0.000000 1.140002 -0.000000 -0.000000 0.100000 4.996076 4.996076 4.996076 4.996076
11.400000 -0.644792 0.285156 1.268240 -0.058942 0.025939 -0.163155 0.000000 0.000000 1.141002 -0.000000 -0.000000 0.100000 4.996249 4.996249 4.996249 4.996249
11.410000 -0.645382 0.285415 1.266617 -0.058942 0.025939 -0.161326 0.000000 0.000000 1.142002 -0.000000 -0.000000 0.100000 4.996419 4.996419 4.996419 4.996419
11.420000 -0.645971 0.285675 1.265013 -0.058942 0.025939 -0.159494 0.000000 0.000000 1.143002 -0.000000 -0.000000 0.100000 4.996587 4.996587 4.996587 4.996587
11.430000 -0.646560 0.285934 1.263428 -0.058942 0.025938 -0.157659 0.000000 0.000000 1.144002 -0.000000 -0.000000 0.100000 4.996753 4.996753 4.996753 4.996753
11.440000 -0.647150 0.286194 1.261860 -0.058942 0.025938 -0.155820 0.000000 0.000000 1.145002 -0.000000 -0.000000 0.100000 4.996917 4.996917 4.996917 4.996917
11.450000 -0.647739 0.286453 1.260311 -0.058941 0.025938 -0.153978 0.000000 0.000000 1.146002 -0.000000 -0.000000 0.100000 4.997079 4.997079 4.997079 4.997079
11.460000 -0.648329 0.286712 1.258781 -0.058941 0.025938 -0.152133 0.000000 0.000000 1.147002 -0.000000 -0.000000 0.100000 4.997238 4.997238 4.997238 4.997238
11.470000 -0.648918 0.286972 1.257269 -0.058941 0.025938 -0.150285 0.000000 0.000000 1.148002 -0.000000 -0.000000 0.100000 4.997395 4.997395 4.997395 4.997395
11.480000 -0.649507 0.287231 1.255775 -0.058941 0.025938 -0.148433 0.000000 0.000000 1.149002 -0.000000 -0.000000 0.100000 4.997550 4.997550 4.997550 4.997550
11.490000 -0.650097 0.287491 1.254300 -0.058941 0.025938 -0.146579 0.000000 0.000000 1.150002 -0.000000 -0.000000 0.100000 4.997703 4.997703 4.997703 4.997703
11.500000 -0.650686 0.287750 1.252843 -0.058941 0.025938 -0.144721 0.000000 0.000000 1.151002 -0.000000 -0.000000 0.100000 4.997853 4.997853 4.997853 4.997853
11.510000 -0.651276 0.288009 1.251406 -0.058941 0.025938 -0.142861 0.000000 0.000000 1.152002 -0.000000 -0.000000 0.100000 4.998002 4.998002 4.998002 4.998002
11.520000 -0.651865 0.288269 1.249986 -0.058940 0.025938 -0.140998 0.000000 0.000000 1.153002 -0.000000 -0.000000 0.100000 4.998148 4.998148 4.998148 4.998148
11.530000 -0.652455 0.288528 1.248586 -0.058940 0.025938 -0.139132 0.000000 0.000000 1.154002 -0.000000 -0.000000 0.100000 4.998291 4.998291 4.998291 4.998291
11.540000 -0.653044 0.288787 1.247204 -0.058940 0.025938 -0.137263 0.000000 0.000000 1.155002 -0.000000 -0.000000 0.100000 4.998433 4.998433 4.998433 4.998433
11.550000 -0.653633 0.289047 1.245840 -0.058940 0.025938 -0.135391 0.000000 0.000000 1.156002 -0.000000 -0.000000 0.100000 4.998572 4.998572 4.998572 4.998572
11.560000 -0.654223 0.289306 1.244496 -0.058940 0.025938 -0.133516 0.000000 0.000000 1.157002 -0.000000 -0.000000 0.100000 4.998710 4.998710 4.998710 4.998710
11.570000 -0.654812 0.289566 1.243170 -0.058940 0.025938 -0.131639 0.000000 0.000000 1.158002 -0.000000 -0.000000 0.100000 4.998844 4.998844 4.998844 4.998844
11.580000 -0.655402 0.289825 1.241863 -0.058940 0.025938 -0.129759 0.000000 0.000000 1.159002 -0.000000 -0.000000 0.100000 4.998977 4.998977 4.998977 4.998977
11.590000 -0.655991 0.290084 1.240575 -0.058940 0.025937 -0.127877 0.000000 0.000000 1.160002 -0.000000 -0.000000 0.100000 4.999107 4.999107 4.999107 4.999107
11.600000 -0.656580 0.290344 1.239306 -0.058939 0.025937 -0.125992 0.000000 0.000000 1.161002 -0.000000 -0.000000 0.100000 4.999236 4.999236 4.999236 4.999236
11.610000 -0.657170 0.290603 1.238055 -0.058939 0.025937 -0.124104 0.000000 0.000000 1.162002 -0.000000 -0.000000 0.100000 4.999361 4.999361 4.999361 4.999361
11.620000 -0.657759 0.290862 1.236823 -0.058939 0.025937 -0.122214 0.000000 0.000000 1.163002 -0.000000 -0.000000 0.100000 4.999485 4.999485 4.999485 4.999485
11.630000 -0.658348 0.291122 1.235611 -0.058939 0.025937 -0.120322 0.000000 0.000000 1.164002 -0.000000 -0.000000 0.100000 4.999606 4.999606 4.999606 4.999606
11.640000 -0.658938 0.291381 1.234417 -0.058939 0.025937 -0.118427 0.000000 0.000000 1.165002 -0.000000 -0.000000 0.100000 4.999725 4.999725 4.999725 4.999725
11.650000 -0.659527 0.291641 1.233242 -0.058939 0.025937 -0.116530 0.000000 0.000000 1.166002 -0.000000 -0.000000 0.100000 4.999842 4.999842 4.999842 4.999842
11.660000 -0.660117 0.291900 1.232086 -0.058939 0.025937 -0.114631 0.000000 0.000000 1.167002 -0.000000 -0.000000 0.100000 4.999957 4.999957 4.999957 4.999957
11.670000 -0.660706 0.292159 1.230950 -0.058939 0.025937 -0.112729 0.000000 0.000000 1.168002 -0.000000 -0.000000 0.100000 5.000069 5.000069 5.000069 5.000069
11.680000 -0.661295 0.292419 1.229832 -0.058938 0.025937 -0.110825 0.000000 0.000000 1.169002 -0.000000 -0.000000 0.100000 5.000179 5.000179 5.000179 5.000179
11.690000 -0.661885 0.292678 1.228733 -0.058938 0.025937 -0.108919 0.000000 0.000000 1.170002 -0.000000 -0.000000 0.100000 5.000287 5.000287 5.000287 5.000287
11.700000 -0.662474 0.292937 1.227653 -0.058938 0.025937 -0.107011 0.000000 0.000000 1.171002 -0.000000 -0.000000 0.100000 5.000392 5.000392 5.000392 5.000392
11.710000 -0.663064 0.293197 1.226593 -0.058938 0.025937 -0.105101 0.000000 0.000000 1.172002 -0.000000 -0.000000 0.100000 5.000495 5.000495 5.000495 5.000495
11.720000 -0.663653 0.293456 1.225551 -0.058938 0.025937 -0.103189 0.000000 0.000000 1.173002 -0.000000 -0.000000 0.100000 5.000596 5.000596 5.000596 5.000596
11.730000 -0.664242 0.293716 1.224529 -0.058938 0.025937 -0.101275 0.000000 0.000000 1.174002 -0.000000 -0.000000 0.100000 5.000695 5.000695 5.000695 5.000695
11.740000 -0.664832 0.293975 1.223526 -0.058938 0.025937 -0.099359 0.000000 0.000000 1.175002 -0.000000 -0.000000 0.100000 5.000791 5.000791 5.000791 5.000791
11.750000 -0.665421 0.294234 1.222542 -0.058938 0.025937 -0.097441 0.000000 0.000000 1.176002 -0.000000 -0.000000 0.100000 5.000885 5.000885 5.000885 5.000885
11.760000 -0.666010 0.294494 1.221577 -0.058938 0.025937 -0.095521 0.000000 0.000000 1.177002 -0.000000 -0.000000 0.100000 5.000977 5.000977 5.000977 5.000977
11.770000 -0.666600 0.294753 1.220632 -0.058937 0.025937 -0.093600 0.000000 0.000000 1.178002 -0.000000 -0.000000 0.100000 5.001067 5.001067 5.001067 5.001067
11.780000 -0.667189 0.295012 1.219705 -0.058937 0.025937 -0.091677 0.000000 0.000000 1.179002 -0.000000 -0.000000 0.100000 5.001154 5.001154 5.001154 5.001154
11.790000 -0.667779 0.295272 1.218798 -0.058937 0.025936 -0.089752 0.000000 0.000000 1.180002 -0.000000 -0.000000 0.100000 5.001239 5.001239 5.001239 5.001239
